"Hong Kong Exchanges and Clearing Limited and/or its subsidiaries endeavour to ensure the"
"accuracy and reliability of the information provided, but do not guarantee its accuracy and"
"reliability and accept no liability (whether in tort or contract or otherwise) for any loss"
"or damage arising from any inaccuracies or omissions."


"STOCK OPTIONS DAILY MARKET REPORT AS AT 22 MAR 2019"


,,,"SUMMARY TRADING VOLUME",,,"SUMMARY OPEN INTEREST"
"HKATS CODE","UNDERLYING STOCK",,"TOTAL","CALLS","PUTS","TOTAL","CALLS","PUTS","IV%*"
MAY19,39.00,P,0.00,0.00,0.00,0.09,-0.03,35,0,25,0
MAY19,40.00,P,0.00,0.00,0.00,0.14,-0.04,35,0,108,0
MAY19,41.00,P,0.42,0.42,0.42,0.21,-0.06,35,5,118,+5
MAY19,42.00,P,0.51,0.51,0.51,0.30,-0.08,35,5,67,0
MAY19,43.00,P,0.62,0.67,0.62,0.42,-0.11,35,2,157,+1
MAY19,44.00,P,0.00,0.00,0.00,0.57,-0.15,35,0,129,0
MAY19,45.00,P,0.00,0.00,0.00,0.77,-0.18,35,0,1025,0
MAY19,46.00,P,1.08,1.10,1.08,1.01,-0.21,35,20,397,0
MAY19,47.00,P,0.00,0.00,0.00,1.29,-0.27,35,0,278,0
MAY19,48.00,P,0.00,0.00,0.00,1.63,-0.31,35,0,239,0
MAY19,49.00,P,0.00,0.00,0.00,2.02,-0.35,35,0,392,0
MAY19,50.00,P,0.00,0.00,0.00,2.45,-0.42,35,0,473,0
MAY19,52.50,P,0.00,0.00,0.00,3.79,-0.55,36,0,120,0
MAY19,55.00,P,0.00,0.00,0.00,5.44,-0.66,36,0,63,0
MAY19,57.50,P,0.00,0.00,0.00,7.14,-0.76,34,0,0,0
MAY19,60.00,P,0.00,0.00,0.00,9.21,-0.84,34,0,0,0
MAY19,62.50,P,0.00,0.00,0.00,11.45,-0.89,34,0,0,0
MAY19,65.00,P,0.00,0.00,0.00,13.78,-0.95,34,0,0,0
MAY19,67.50,P,0.00,0.00,0.00,16.20,-0.97,35,0,0,0
MAY19,70.00,P,0.00,0.00,0.00,18.66,-0.99,35,0,0,0
MAY19,72.50,P,0.00,0.00,0.00,21.15,-1.00,0,0,0,0
MAY19,75.00,P,0.00,0.00,0.00,23.65,-1.00,0,0,0,0
JUN19,32.00,P,0.00,0.00,0.00,0.01,0.00,35,0,80,0
JUN19,33.00,P,0.00,0.00,0.00,0.02,0.00,35,0,0,0
JUN19,34.00,P,0.00,0.00,0.00,0.03,-0.02,35,0,16,0
JUN19,35.00,P,0.00,0.00,0.00,0.05,-0.01,35,0,15,0
JUN19,36.00,P,0.00,0.00,0.00,0.07,-0.03,34,0,0,0
JUN19,37.00,P,0.00,0.00,0.00,0.10,-0.04,34,0,29,0
JUN19,38.00,P,0.00,0.00,0.00,0.16,-0.05,35,0,17,0
JUN19,39.00,P,0.00,0.00,0.00,0.22,-0.07,34,0,15,0
JUN19,40.00,P,0.00,0.00,0.00,0.31,-0.10,35,0,18,0
JUN19,41.00,P,0.00,0.00,0.00,0.43,-0.12,35,0,35,0
JUN19,42.00,P,0.74,0.74,0.74,0.58,-0.13,35,1,83,+1
JUN19,43.00,P,0.00,0.00,0.00,0.75,-0.17,35,0,692,0
JUN19,44.00,P,1.27,1.27,1.27,0.95,-0.22,35,1,1309,-1
JUN19,45.00,P,1.47,1.47,1.47,1.21,-0.23,35,1,909,-1
JUN19,46.00,P,0.00,0.00,0.00,1.49,-0.29,35,0,175,0
JUN19,47.00,P,0.00,0.00,0.00,1.83,-0.32,35,0,834,0
JUN19,48.00,P,0.00,0.00,0.00,2.20,-0.37,35,0,345,0
JUN19,49.00,P,0.00,0.00,0.00,2.62,-0.42,35,0,122,0
JUN19,50.00,P,0.00,0.00,0.00,3.09,-0.45,35,0,122,0
JUN19,52.50,P,0.00,0.00,0.00,4.45,-0.57,36,0,330,0
JUN19,55.00,P,0.00,0.00,0.00,6.06,-0.69,36,0,15,0
JUN19,57.50,P,0.00,0.00,0.00,7.70,-0.74,35,0,0,0
JUN19,60.00,P,0.00,0.00,0.00,9.69,-0.80,35,0,50,0
JUN19,62.50,P,0.00,0.00,0.00,11.82,-0.86,35,0,0,0
JUN19,65.00,P,0.00,0.00,0.00,14.06,-0.90,34,0,0,0
JUN19,67.50,P,0.00,0.00,0.00,16.39,-0.93,35,0,0,0
JUN19,70.00,P,0.00,0.00,0.00,18.77,-0.96,35,0,0,0
JUN19,72.50,P,0.00,0.00,0.00,21.20,-0.97,35,0,0,0
JUN19,75.00,P,0.00,0.00,0.00,23.66,-0.99,35,0,0,0
JUN19,77.50,P,0.00,0.00,0.00,26.15,-1.00,0,0,0,0
JUN19,80.00,P,0.00,0.00,0.00,28.65,-1.00,0,0,0,0
JUN19,82.50,P,0.00,0.00,0.00,31.15,-1.00,0,0,0,0
SEP19,34.00,P,0.00,0.00,0.00,0.23,-0.08,35,0,24,0
SEP19,35.00,P,0.00,0.00,0.00,0.31,-0.10,35,0,15,0
SEP19,36.00,P,0.00,0.00,0.00,0.40,-0.11,35,0,0,0
SEP19,37.00,P,0.00,0.00,0.00,0.51,-0.13,35,0,15,0
SEP19,38.00,P,0.00,0.00,0.00,0.64,-0.18,35,0,46,0
SEP19,39.00,P,0.00,0.00,0.00,0.80,-0.18,35,0,30,0
SEP19,40.00,P,0.00,0.00,0.00,0.98,-0.21,35,0,21,0
SEP19,41.00,P,0.00,0.00,0.00,1.19,-0.23,35,0,80,0
SEP19,42.00,P,0.00,0.00,0.00,1.42,-0.28,35,0,45,0
SEP19,43.00,P,0.00,0.00,0.00,1.74,-0.24,36,0,186,0
SEP19,44.00,P,0.00,0.00,0.00,1.98,-0.34,35,0,257,0
SEP19,45.00,P,0.00,0.00,0.00,2.32,-0.35,35,0,61,0
SEP19,46.00,P,0.00,0.00,0.00,2.74,-0.43,36,0,21,0
SEP19,47.00,P,3.33,3.33,3.33,3.16,-0.44,36,3,723,+3
SEP19,48.00,P,0.00,0.00,0.00,3.59,-0.48,36,0,444,0
SEP19,49.00,P,0.00,0.00,0.00,4.06,-0.52,36,0,59,0
SEP19,50.00,P,0.00,0.00,0.00,4.57,-0.53,36,0,116,0
SEP19,52.50,P,0.00,0.00,0.00,5.96,-0.62,36,0,0,0
SEP19,55.00,P,0.00,0.00,0.00,7.33,-0.67,35,0,14,0
SEP19,57.50,P,0.00,0.00,0.00,9.02,-0.75,35,0,44,0
SEP19,60.00,P,0.00,0.00,0.00,10.86,-0.80,35,0,0,0
SEP19,62.50,P,0.00,0.00,0.00,12.83,-0.84,35,0,0,0
SEP19,65.00,P,0.00,0.00,0.00,14.92,-0.86,35,0,0,0
SEP19,67.50,P,0.00,0.00,0.00,17.09,-0.90,35,0,0,0
SEP19,70.00,P,0.00,0.00,0.00,19.32,-0.93,35,0,0,0
SEP19,72.50,P,0.00,0.00,0.00,21.62,-0.94,35,0,0,0
SEP19,75.00,P,0.00,0.00,0.00,23.97,-0.96,35,0,0,0
SEP19,77.50,P,0.00,0.00,0.00,26.34,-0.98,35,0,60,0
SEP19,80.00,P,0.00,0.00,0.00,28.76,-0.98,35,0,0,0
SEP19,82.50,P,0.00,0.00,0.00,31.20,-0.99,35,0,0,0
DEC19,34.00,P,0.00,0.00,0.00,0.56,-0.11,35,0,17,0
DEC19,35.00,P,0.00,0.00,0.00,0.70,-0.13,36,0,1,0
DEC19,36.00,P,0.00,0.00,0.00,0.84,-0.15,35,0,30,0
DEC19,37.00,P,0.00,0.00,0.00,1.00,-0.19,35,0,30,0
DEC19,38.00,P,0.00,0.00,0.00,1.24,-0.21,36,0,0,0
DEC19,39.00,P,0.00,0.00,0.00,1.42,-0.22,35,0,78,0
DEC19,40.00,P,0.00,0.00,0.00,1.66,-0.26,35,0,70,0
DEC19,41.00,P,0.00,0.00,0.00,1.94,-0.26,35,0,0,0
DEC19,42.00,P,0.00,0.00,0.00,2.22,-0.31,35,0,10,0
DEC19,43.00,P,0.00,0.00,0.00,2.55,-0.33,35,0,33,0
DEC19,44.00,P,0.00,0.00,0.00,2.98,-0.35,36,0,79,0
DEC19,45.00,P,0.00,0.00,0.00,3.25,-0.41,35,0,226,0
DEC19,46.00,P,0.00,0.00,0.00,3.78,-0.43,36,0,24,0
DEC19,47.00,P,0.00,0.00,0.00,4.22,-0.43,36,0,0,0
DEC19,48.00,P,0.00,0.00,0.00,4.66,-0.51,36,0,0,0
DEC19,49.00,P,0.00,0.00,0.00,5.18,-0.52,36,0,31,0
DEC19,50.00,P,0.00,0.00,0.00,5.70,-0.52,36,0,301,0
DEC19,52.50,P,0.00,0.00,0.00,7.12,-0.60,37,0,32,0
DEC19,55.00,P,0.00,0.00,0.00,8.42,-0.67,35,0,15,0
DEC19,57.50,P,0.00,0.00,0.00,10.08,-0.70,35,0,2,0
DEC19,60.00,P,0.00,0.00,0.00,11.88,-0.74,35,0,0,0
DEC19,62.50,P,0.00,0.00,0.00,13.75,-0.81,35,0,0,0
DEC19,65.00,P,0.00,0.00,0.00,15.74,-0.82,35,0,0,0
DEC19,67.50,P,0.00,0.00,0.00,17.82,-0.86,35,0,0,0
DEC19,70.00,P,0.00,0.00,0.00,19.95,-0.90,35,0,0,0
DEC19,72.50,P,0.00,0.00,0.00,22.17,-0.91,35,0,0,0
DEC19,75.00,P,0.00,0.00,0.00,24.42,-0.94,35,0,2,0
DEC19,77.50,P,0.00,0.00,0.00,26.73,-0.94,35,0,1,0
DEC19,80.00,P,0.00,0.00,0.00,29.07,-0.96,35,0,0,0
DEC19,82.50,P,0.00,0.00,0.00,31.45,-0.96,35,0,3,0
MAR20,38.00,P,0.00,0.00,0.00,1.82,-0.21,36,0,0,0
MAR20,39.00,P,0.00,0.00,0.00,2.05,-0.26,36,0,0,0
MAR20,40.00,P,0.00,0.00,0.00,2.34,-0.26,36,0,23,0
MAR20,41.00,P,0.00,0.00,0.00,2.62,-0.34,36,0,0,0
MAR20,42.00,P,0.00,0.00,0.00,2.98,-0.44,36,0,0,0
MAR20,43.00,P,0.00,0.00,0.00,3.34,-0.34,36,0,8,0
MAR20,44.00,P,0.00,0.00,0.00,3.70,-0.41,36,0,30,0
MAR20,45.00,P,0.00,0.00,0.00,4.25,-0.29,37,0,1,0
MAR20,46.00,P,0.00,0.00,0.00,4.70,-0.43,37,0,6,0
MAR20,47.00,P,0.00,0.00,0.00,5.15,-0.47,37,0,0,0
MAR20,48.00,P,0.00,0.00,0.00,5.64,-0.51,37,0,0,0
MAR20,49.00,P,0.00,0.00,0.00,6.17,-0.51,37,0,0,0
MAR20,50.00,P,0.00,0.00,0.00,6.70,-0.52,37,0,0,0
MAR20,52.50,P,0.00,0.00,0.00,8.13,-0.61,37,0,0,0
MAR20,55.00,P,0.00,0.00,0.00,9.39,-0.66,36,0,0,0
MAR20,57.50,P,0.00,0.00,0.00,11.05,-0.68,36,0,0,0
MAR20,60.00,P,0.00,0.00,0.00,12.78,-0.75,36,0,0,0
MAR20,62.50,P,0.00,0.00,0.00,14.63,-0.75,36,0,0,0
MAR20,65.00,P,0.00,0.00,0.00,16.56,-0.81,36,0,0,0
MAR20,67.50,P,0.00,0.00,0.00,18.57,-0.81,36,0,0,0
MAR20,70.00,P,0.00,0.00,0.00,20.64,-0.87,36,0,0,0
MAR20,72.50,P,0.00,0.00,0.00,22.78,-0.87,36,0,0,0

,,,,,,,"TOTAL PUT",,1708,35705,+43


"CONTRACT",,,"OPENING PRICE#","DAILY HIGH#","DAILY LOW#","SETTLEMENT PRICE","CHANGE IN SETTLEMENT","IV%","VOLUME","OPEN INTEREST","CHANGE IN OI"
                                                                                            
"CLASS CCC - CHINA COMM CONS",,,"CLOSING PRICE HK$    8.37"

MAR19,4.90,C,0.00,0.00,0.00,3.47,-0.06,0,0,0,0
MAR19,5.00,C,0.00,0.00,0.00,3.37,-0.06,0,0,0,0
MAR19,5.25,C,0.00,0.00,0.00,3.12,-0.06,0,0,0,0
MAR19,5.50,C,0.00,0.00,0.00,2.87,-0.06,0,0,0,0
MAR19,5.75,C,0.00,0.00,0.00,2.62,-0.06,0,0,0,0
MAR19,6.00,C,0.00,0.00,0.00,2.37,-0.06,0,0,0,0
MAR19,6.25,C,0.00,0.00,0.00,2.12,-0.06,0,0,0,0
MAR19,6.50,C,0.00,0.00,0.00,1.87,-0.06,0,0,0,0
MAR19,6.75,C,0.00,0.00,0.00,1.62,-0.06,0,0,6,0
MAR19,7.00,C,0.00,0.00,0.00,1.37,-0.06,0,0,154,0
MAR19,7.25,C,0.00,0.00,0.00,1.12,-0.06,0,0,172,0
MAR19,7.50,C,0.00,0.00,0.00,0.87,-0.06,0,0,190,0
MAR19,7.75,C,0.00,0.00,0.00,0.62,-0.06,0,0,80,0
MAR19,8.00,C,0.41,0.41,0.41,0.37,-0.07,0,5,711,-5
MAR19,8.25,C,0.00,0.00,0.00,0.18,-0.05,25,0,561,0
MAR19,8.50,C,0.04,0.04,0.04,0.05,-0.05,23,30,842,0
MAR19,8.75,C,0.02,0.02,0.01,0.01,-0.02,24,120,905,-30
MAR19,9.00,C,0.01,0.01,0.01,0.01,0.00,35,13,1118,-8
MAR19,9.25,C,0.00,0.00,0.00,0.01,0.00,46,0,744,0
MAR19,9.50,C,0.00,0.00,0.00,0.01,0.00,55,0,565,0
MAR19,9.75,C,0.00,0.00,0.00,0.01,0.00,65,0,331,0
MAR19,10.00,C,0.00,0.00,0.00,0.01,0.00,73,0,170,0
MAR19,10.50,C,0.00,0.00,0.00,0.01,0.00,89,0,128,0
MAR19,11.00,C,0.00,0.00,0.00,0.01,0.00,104,0,410,0
MAR19,11.50,C,0.00,0.00,0.00,0.01,0.00,118,0,35,0
MAR19,12.00,C,0.00,0.00,0.00,0.01,0.00,131,0,0,0
MAR19,12.50,C,0.00,0.00,0.00,0.01,0.00,144,0,13,0
APR19,5.00,C,0.00,0.00,0.00,3.38,-0.06,63,0,0,0
APR19,5.25,C,0.00,0.00,0.00,3.13,-0.06,56,0,0,0
APR19,5.50,C,0.00,0.00,0.00,2.88,-0.06,50,0,0,0
APR19,5.75,C,0.00,0.00,0.00,2.63,-0.06,44,0,0,0
APR19,6.00,C,0.00,0.00,0.00,2.38,-0.06,38,0,0,0
APR19,6.25,C,0.00,0.00,0.00,2.13,-0.06,32,0,0,0
APR19,6.50,C,0.00,0.00,0.00,1.88,-0.06,25,0,0,0
APR19,6.75,C,0.00,0.00,0.00,1.63,-0.06,0,0,0,0
APR19,7.00,C,0.00,0.00,0.00,1.38,-0.06,0,0,0,0
APR19,7.25,C,0.00,0.00,0.00,1.14,-0.06,25,0,0,0
APR19,7.50,C,0.00,0.00,0.00,0.90,-0.06,23,0,0,0
APR19,7.75,C,0.00,0.00,0.00,0.68,-0.06,23,0,0,0
APR19,8.00,C,0.00,0.00,0.00,0.49,-0.06,24,0,95,0
APR19,8.25,C,0.33,0.33,0.32,0.33,-0.05,24,32,147,+32
APR19,8.50,C,0.21,0.21,0.20,0.20,-0.05,23,55,212,-5
APR19,8.75,C,0.12,0.12,0.12,0.12,-0.03,23,303,602,+252
APR19,9.00,C,0.07,0.07,0.06,0.06,-0.03,23,2,1273,+1
APR19,9.25,C,0.00,0.00,0.00,0.04,-0.01,25,0,539,0
APR19,9.50,C,0.00,0.00,0.00,0.02,-0.01,25,0,1015,0
APR19,9.75,C,0.00,0.00,0.00,0.01,-0.01,25,0,673,0
APR19,10.00,C,0.00,0.00,0.00,0.01,0.00,29,0,532,0
APR19,10.50,C,0.00,0.00,0.00,0.01,0.00,35,0,212,0
APR19,11.00,C,0.00,0.00,0.00,0.01,0.00,41,0,0,0
APR19,11.50,C,0.00,0.00,0.00,0.01,0.00,46,0,20,0
APR19,12.00,C,0.00,0.00,0.00,0.01,0.00,52,0,0,0
MAY19,5.50,C,0.00,0.00,0.00,2.89,-0.06,42,0,0,0
MAY19,5.75,C,0.00,0.00,0.00,2.64,-0.06,37,0,0,0
MAY19,6.00,C,0.00,0.00,0.00,2.39,-0.06,33,0,0,0
MAY19,6.25,C,0.00,0.00,0.00,2.14,-0.06,28,0,0,0
MAY19,6.50,C,0.00,0.00,0.00,1.89,-0.06,24,0,0,0
MAY19,6.75,C,0.00,0.00,0.00,1.64,-0.06,20,0,0,0
MAY19,7.00,C,0.00,0.00,0.00,1.40,-0.06,23,0,0,0
MAY19,7.25,C,0.00,0.00,0.00,1.17,-0.06,24,0,0,0
MAY19,7.50,C,0.00,0.00,0.00,0.95,-0.06,24,0,1,0
MAY19,7.75,C,0.00,0.00,0.00,0.75,-0.05,24,0,0,0
MAY19,8.00,C,0.00,0.00,0.00,0.57,-0.06,23,0,20,0
MAY19,8.25,C,0.00,0.00,0.00,0.41,-0.06,23,0,85,0
MAY19,8.50,C,0.30,0.30,0.29,0.30,-0.04,24,91,133,+26
MAY19,8.75,C,0.21,0.21,0.21,0.20,-0.04,23,30,288,+30
MAY19,9.00,C,0.14,0.14,0.14,0.14,-0.03,24,30,98,+30
MAY19,9.25,C,0.09,0.09,0.09,0.09,-0.02,24,31,464,+10
MAY19,9.50,C,0.00,0.00,0.00,0.06,-0.01,24,0,111,0
MAY19,9.75,C,0.06,0.06,0.06,0.04,-0.01,25,30,60,+30
MAY19,10.00,C,0.00,0.00,0.00,0.02,-0.01,24,0,245,0
MAY19,10.50,C,0.00,0.00,0.00,0.01,0.00,26,0,50,0
MAY19,11.00,C,0.00,0.00,0.00,0.01,0.00,30,0,169,0
MAY19,11.50,C,0.00,0.00,0.00,0.01,0.00,34,0,0,0
MAY19,12.00,C,0.00,0.00,0.00,0.01,0.00,38,0,0,0
JUN19,4.90,C,0.00,0.00,0.00,3.49,-0.06,38,0,0,0
JUN19,5.00,C,0.00,0.00,0.00,3.39,-0.06,35,0,0,0
JUN19,5.25,C,0.00,0.00,0.00,3.14,-0.06,0,0,0,0
JUN19,5.50,C,0.00,0.00,0.00,2.89,-0.06,0,0,0,0
JUN19,5.75,C,0.00,0.00,0.00,2.64,-0.06,0,0,0,0
JUN19,6.00,C,0.00,0.00,0.00,2.40,-0.06,30,0,0,0
JUN19,6.25,C,0.00,0.00,0.00,2.15,-0.06,26,0,0,0
JUN19,6.50,C,0.00,0.00,0.00,1.91,-0.06,27,0,0,0
JUN19,6.75,C,0.00,0.00,0.00,1.67,-0.06,26,0,0,0
JUN19,7.00,C,0.00,0.00,0.00,1.44,-0.06,26,0,10,0
JUN19,7.25,C,0.00,0.00,0.00,1.23,-0.06,27,0,45,0
JUN19,7.50,C,0.00,0.00,0.00,1.03,-0.05,27,0,143,0
JUN19,7.75,C,0.00,0.00,0.00,0.84,-0.06,26,0,175,0
JUN19,8.00,C,0.00,0.00,0.00,0.66,-0.05,25,0,62,0
JUN19,8.25,C,0.00,0.00,0.00,0.52,-0.05,25,0,162,0
JUN19,8.50,C,0.37,0.37,0.37,0.40,-0.05,25,20,70,0
JUN19,8.75,C,0.30,0.30,0.30,0.31,-0.03,26,30,154,+30
JUN19,9.00,C,0.00,0.00,0.00,0.23,-0.03,26,0,135,0
JUN19,9.25,C,0.00,0.00,0.00,0.17,-0.03,26,0,330,0
JUN19,9.50,C,0.00,0.00,0.00,0.12,-0.02,26,0,121,0
JUN19,9.75,C,0.00,0.00,0.00,0.08,-0.02,25,0,185,0
JUN19,10.00,C,0.00,0.00,0.00,0.06,-0.01,26,0,114,0
JUN19,10.50,C,0.00,0.00,0.00,0.03,-0.01,26,0,80,0
JUN19,11.00,C,0.00,0.00,0.00,0.02,0.00,28,0,80,0
JUN19,11.50,C,0.00,0.00,0.00,0.01,0.00,29,0,5,0
JUN19,12.00,C,0.00,0.00,0.00,0.01,0.00,32,0,0,0
SEP19,4.90,C,0.00,0.00,0.00,3.49,-0.06,36,0,0,0
SEP19,5.00,C,0.00,0.00,0.00,3.39,-0.06,34,0,0,0
SEP19,5.25,C,0.00,0.00,0.00,3.14,-0.06,0,0,0,0
SEP19,5.50,C,0.00,0.00,0.00,2.89,-0.06,0,0,0,0
SEP19,5.75,C,0.00,0.00,0.00,2.64,-0.06,0,0,0,0
SEP19,6.00,C,0.00,0.00,0.00,2.40,-0.06,29,0,0,0
SEP19,6.25,C,0.00,0.00,0.00,2.15,-0.06,25,0,0,0
SEP19,6.50,C,0.00,0.00,0.00,1.91,-0.06,25,0,0,0
SEP19,6.75,C,0.00,0.00,0.00,1.67,-0.06,24,0,0,0
SEP19,7.00,C,0.00,0.00,0.00,1.44,-0.06,24,0,0,0
SEP19,7.25,C,0.00,0.00,0.00,1.23,-0.06,24,0,0,0
SEP19,7.50,C,0.00,0.00,0.00,1.03,-0.05,24,0,15,0
SEP19,7.75,C,0.00,0.00,0.00,0.85,-0.05,24,0,108,0
SEP19,8.00,C,0.00,0.00,0.00,0.69,-0.05,23,0,60,0
SEP19,8.25,C,0.00,0.00,0.00,0.57,-0.05,24,0,34,0
SEP19,8.50,C,0.00,0.00,0.00,0.46,-0.04,24,0,194,0
SEP19,8.75,C,0.00,0.00,0.00,0.36,-0.04,24,0,269,0
SEP19,9.00,C,0.00,0.00,0.00,0.28,-0.03,24,0,52,0
SEP19,9.25,C,0.00,0.00,0.00,0.21,-0.03,24,0,602,0
SEP19,9.50,C,0.00,0.00,0.00,0.17,-0.02,24,0,85,0
SEP19,9.75,C,0.00,0.00,0.00,0.12,-0.02,23,0,210,0
SEP19,10.00,C,0.11,0.11,0.11,0.09,-0.02,23,10,90,+10
SEP19,10.50,C,0.00,0.00,0.00,0.05,-0.01,23,0,130,0
SEP19,11.00,C,0.00,0.00,0.00,0.03,0.00,24,0,115,0
SEP19,11.50,C,0.00,0.00,0.00,0.01,-0.01,22,0,100,0
SEP19,12.00,C,0.00,0.00,0.00,0.01,0.00,25,0,0,0
DEC19,5.00,C,0.00,0.00,0.00,3.39,-0.06,31,0,0,0
DEC19,5.25,C,0.00,0.00,0.00,3.14,-0.06,0,0,0,0
DEC19,5.50,C,0.00,0.00,0.00,2.89,-0.06,0,0,0,0
DEC19,5.75,C,0.00,0.00,0.00,2.64,-0.06,0,0,0,0
DEC19,6.00,C,0.00,0.00,0.00,2.40,-0.06,25,0,0,0
DEC19,6.25,C,0.00,0.00,0.00,2.15,-0.07,22,0,0,0
DEC19,6.50,C,0.00,0.00,0.00,1.92,-0.06,24,0,0,0
DEC19,6.75,C,0.00,0.00,0.00,1.69,-0.07,24,0,0,0
DEC19,7.00,C,0.00,0.00,0.00,1.48,-0.06,24,0,0,0
DEC19,7.25,C,0.00,0.00,0.00,1.28,-0.07,24,0,0,0
DEC19,7.50,C,0.00,0.00,0.00,1.10,-0.07,24,0,0,0
DEC19,7.75,C,0.00,0.00,0.00,0.93,-0.07,23,0,0,0
DEC19,8.00,C,0.00,0.00,0.00,0.79,-0.07,24,0,35,0
DEC19,8.25,C,0.00,0.00,0.00,0.69,-0.07,24,0,20,0
DEC19,8.50,C,0.60,0.60,0.60,0.58,-0.06,24,25,31,+25
DEC19,8.75,C,0.00,0.00,0.00,0.48,-0.06,24,0,10,0
DEC19,9.00,C,0.00,0.00,0.00,0.40,-0.06,24,0,43,0
DEC19,9.25,C,0.00,0.00,0.00,0.33,-0.05,24,0,27,0
DEC19,9.50,C,0.00,0.00,0.00,0.27,-0.05,24,0,0,0
DEC19,9.75,C,0.00,0.00,0.00,0.22,-0.04,24,0,26,0
DEC19,10.00,C,0.00,0.00,0.00,0.18,-0.04,24,0,20,0
DEC19,10.50,C,0.00,0.00,0.00,0.12,-0.02,24,0,50,0
DEC19,11.00,C,0.00,0.00,0.00,0.07,-0.03,23,0,0,0
DEC19,11.50,C,0.00,0.00,0.00,0.05,-0.01,24,0,0,0
DEC19,12.00,C,0.00,0.00,0.00,0.03,-0.01,24,0,0,0
MAR20,6.25,C,0.00,0.00,0.00,2.17,-0.06,24,0,0,0
MAR20,6.50,C,0.00,0.00,0.00,1.95,-0.06,25,0,0,0
MAR20,6.75,C,0.00,0.00,0.00,1.73,-0.07,24,0,0,0
MAR20,7.00,C,0.00,0.00,0.00,1.54,-0.06,25,0,0,0
MAR20,7.25,C,0.00,0.00,0.00,1.36,-0.06,25,0,0,0
MAR20,7.50,C,0.00,0.00,0.00,1.20,-0.05,25,0,0,0
MAR20,7.75,C,0.00,0.00,0.00,1.05,-0.05,24,0,0,0
MAR20,8.00,C,0.00,0.00,0.00,0.92,-0.05,25,0,0,0
MAR20,8.25,C,0.00,0.00,0.00,0.82,-0.06,25,0,0,0
MAR20,8.50,C,0.00,0.00,0.00,0.71,-0.06,25,0,0,0
MAR20,8.75,C,0.00,0.00,0.00,0.62,-0.05,25,0,0,0
MAR20,9.00,C,0.00,0.00,0.00,0.53,-0.05,25,0,0,0
MAR20,9.25,C,0.00,0.00,0.00,0.46,-0.04,25,0,1,0
MAR20,9.50,C,0.00,0.00,0.00,0.39,-0.04,25,0,2,0
MAR20,9.75,C,0.00,0.00,0.00,0.33,-0.03,24,0,0,0
MAR20,10.00,C,0.00,0.00,0.00,0.28,-0.03,24,0,0,0
MAR20,10.50,C,0.00,0.00,0.00,0.20,-0.03,24,0,0,0
MAR20,11.00,C,0.00,0.00,0.00,0.14,-0.02,24,0,0,0
MAR20,11.50,C,0.00,0.00,0.00,0.10,-0.02,24,0,0,0
MAR20,12.00,C,0.00,0.00,0.00,0.07,-0.01,24,0,0,0

,,,,,,,"TOTAL CALL",,857,18379,+428

MAR19,4.90,P,0.00,0.00,0.00,0.01,0.00,197,0,130,0
MAR19,5.00,P,0.00,0.00,0.00,0.01,0.00,191,0,80,0
MAR19,5.25,P,0.00,0.00,0.00,0.01,0.00,174,0,0,0
MAR19,5.50,P,0.00,0.00,0.00,0.01,0.00,159,0,0,0
MAR19,5.75,P,0.00,0.00,0.00,0.01,0.00,144,0,42,0
MAR19,6.00,P,0.00,0.00,0.00,0.01,0.00,130,0,0,0
MAR19,6.25,P,0.00,0.00,0.00,0.01,0.00,116,0,747,0
MAR19,6.50,P,0.00,0.00,0.00,0.01,0.00,102,0,594,0
MAR19,6.75,P,0.00,0.00,0.00,0.01,0.00,89,0,1232,0
MAR19,7.00,P,0.00,0.00,0.00,0.01,0.00,76,0,1463,0
MAR19,7.25,P,0.00,0.00,0.00,0.01,0.00,63,0,2261,0
MAR19,7.50,P,0.00,0.00,0.00,0.01,0.00,51,0,756,0
MAR19,7.75,P,0.00,0.00,0.00,0.01,0.00,38,0,917,0
MAR19,8.00,P,0.02,0.02,0.02,0.02,0.00,30,5,1002,0
MAR19,8.25,P,0.04,0.05,0.04,0.05,-0.01,23,21,2034,+10
MAR19,8.50,P,0.14,0.17,0.14,0.19,+0.02,26,36,1269,-36
MAR19,8.75,P,0.00,0.00,0.00,0.40,+0.05,30,0,761,0
MAR19,9.00,P,0.00,0.00,0.00,0.63,+0.05,0,0,135,0
MAR19,9.25,P,0.00,0.00,0.00,0.88,+0.06,0,0,10,0
MAR19,9.50,P,0.00,0.00,0.00,1.13,+0.06,0,0,0,0
MAR19,9.75,P,0.00,0.00,0.00,1.38,+0.06,0,0,0,0
MAR19,10.00,P,0.00,0.00,0.00,1.63,+0.06,0,0,0,0
MAR19,10.50,P,0.00,0.00,0.00,2.13,+0.06,0,0,0,0
MAR19,11.00,P,0.00,0.00,0.00,2.63,+0.06,0,0,0,0
MAR19,11.50,P,0.00,0.00,0.00,3.13,+0.06,0,0,0,0
MAR19,12.00,P,0.00,0.00,0.00,3.63,+0.06,0,0,0,0
MAR19,12.50,P,0.00,0.00,0.00,4.13,+0.06,0,0,7,0
APR19,5.00,P,0.00,0.00,0.00,0.01,0.00,76,0,90,0
APR19,5.25,P,0.00,0.00,0.00,0.01,0.00,69,0,0,0
APR19,5.50,P,0.00,0.00,0.00,0.01,0.00,63,0,0,0
APR19,5.75,P,0.00,0.00,0.00,0.01,0.00,57,0,0,0
